######################################################################
                        ALTERNATIVES GENERATED
######################################################################
+------+-------+-------+--------+-------+-------+-------+------------+
|  i   |   k1  |   k2  |   k3   |   e1  |   e2  |   e3  | worse_than |
| 1604 | 5.781 | 0.907 | 34.883 | 0.848 | 0.078 | 0.481 |    1997    |
| 1605 | 5.683 | 0.932 | 34.625 | 0.887 | 0.356 | 0.492 |    1988    |
| 1606 | 6.121 | 0.905 | 45.288 | 0.712 | 0.056 | 0.023 |    1999    |
| 1607 | 7.302 | 0.974 | 38.198 | 0.239 | 0.822 | 0.335 |    1980    |
| 1608 | 6.967 | 0.949 | 26.658 | 0.373 | 0.544 | 0.843 |    1980    |
| 1609 | 5.526 | 0.931 | 43.188 |  0.95 | 0.344 | 0.115 |    1957    |
| 1610 | 6.756 | 0.939 | 26.912 | 0.458 | 0.433 | 0.832 |    1980    |
| 1611 | 6.972 | 0.935 | 42.706 | 0.371 | 0.389 | 0.136 |    1999    |
| 1612 | 7.242 | 0.978 | 44.864 | 0.263 | 0.867 | 0.041 |    1999    |
| 1613 | 7.553 | 0.942 | 38.006 | 0.139 | 0.467 | 0.343 |    1998    |
| 1614 | 5.604 | 0.947 | 35.174 | 0.918 | 0.522 | 0.468 |    1957    |
| 1615 | 7.051 | 0.934 | 35.81  |  0.34 | 0.378 |  0.44 |    1983    |
| 1616 |  7.74 | 0.978 | 36.023 | 0.064 | 0.867 | 0.431 |    1994    |
| 1617 |  5.57 | 0.968 | 30.129 | 0.932 | 0.756 |  0.69 |    1567    |
| 1618 | 5.453 | 0.927 | 45.632 | 0.979 |  0.3  | 0.007 |    1967    |
| 1619 | 5.926 | 0.927 | 28.314 |  0.79 |  0.3  |  0.77 |    1988    |
| 1620 | 5.609 | 0.905 | 43.538 | 0.916 | 0.056 |  0.1  |    1992    |
| 1621 | 5.462 | 0.974 | 37.744 | 0.975 | 0.822 | 0.355 |    1739    |
| 1622 |  5.59 | 0.961 | 41.823 | 0.924 | 0.678 | 0.175 |    1957    |
| 1623 | 6.741 | 0.923 | 42.306 | 0.464 | 0.256 | 0.154 |    1988    |
| 1624 | 6.242 | 0.906 | 29.017 | 0.663 | 0.067 | 0.739 |    1988    |
| 1625 | 6.991 | 0.907 | 25.802 | 0.364 | 0.078 | 0.881 |    1980    |
| 1626 | 6.654 | 0.928 | 38.973 | 0.498 | 0.311 | 0.301 |    1988    |
| 1627 | 7.285 | 0.974 | 31.559 | 0.246 | 0.822 | 0.627 |    1980    |
| 1628 | 6.037 | 0.969 | 29.181 | 0.745 | 0.767 | 0.732 |    1980    |
| 1629 | 7.213 | 0.909 | 36.859 | 0.275 |  0.1  | 0.394 |    1997    |
| 1630 | 6.572 | 0.932 | 38.126 | 0.531 | 0.356 | 0.338 |    1988    |
| 1631 | 6.974 | 0.981 | 42.023 |  0.37 |  0.9  | 0.166 |    1980    |
| 1632 | 6.391 | 0.959 | 34.088 | 0.604 | 0.656 | 0.516 |    1983    |
| 1633 | 6.027 | 0.909 | 44.523 | 0.749 |  0.1  | 0.056 |    1997    |
| 1634 | 7.235 | 0.981 | 39.384 | 0.266 |  0.9  | 0.283 |    1980    |
| 1635 | 7.057 | 0.987 | 36.736 | 0.337 | 0.967 | 0.399 |    1932    |
| 1636 | 6.103 | 0.942 | 27.576 | 0.719 | 0.467 | 0.803 |    1980    |
| 1637 | 5.591 | 0.964 | 35.712 | 0.924 | 0.711 | 0.444 |    1957    |
| 1638 | 6.855 | 0.967 | 37.199 | 0.418 | 0.744 | 0.379 |    1983    |
| 1639 | 6.917 | 0.924 | 31.214 | 0.393 | 0.267 | 0.643 |    1988    |
| 1640 | 6.857 | 0.914 | 32.026 | 0.417 | 0.156 | 0.607 |    1988    |
| 1641 | 7.451 | 0.968 | 31.74  |  0.18 | 0.756 | 0.619 |    1983    |
| 1642 | 5.558 | 0.914 | 34.259 | 0.937 | 0.156 | 0.508 |    1992    |
| 1643 | 6.937 | 0.911 | 25.358 | 0.385 | 0.122 | 0.901 |    1980    |
| 1644 | 5.863 | 0.942 | 44.466 | 0.815 | 0.467 | 0.059 |    1983    |
| 1645 | 6.729 | 0.951 | 28.016 | 0.468 | 0.567 | 0.783 |    1980    |
| 1646 | 6.654 | 0.901 | 31.406 | 0.498 | 0.011 | 0.634 |    1997    |
| 1647 | 5.764 | 0.951 | 29.88  | 0.854 | 0.567 | 0.701 |    1980    |
| 1648 | 7.089 | 0.959 | 26.906 | 0.324 | 0.656 | 0.832 |    1980    |
| 1649 | 5.836 | 0.973 | 35.104 | 0.826 | 0.811 | 0.471 |    1980    |
| 1650 |  6.13 | 0.929 | 32.565 | 0.708 | 0.322 | 0.583 |    1988    |
| 1651 | 6.507 |  0.97 | 29.095 | 0.557 | 0.778 | 0.736 |    1980    |
| 1652 | 7.265 | 0.931 | 39.832 | 0.254 | 0.344 | 0.263 |    1988    |
| 1653 | 7.153 | 0.912 | 34.476 | 0.299 | 0.133 | 0.499 |    1997    |
| 1654 | 6.497 | 0.961 | 35.025 | 0.561 | 0.678 | 0.475 |    1983    |
| 1655 | 5.932 | 0.969 | 36.289 | 0.787 | 0.767 | 0.419 |    1980    |
| 1656 | 5.715 | 0.978 | 36.356 | 0.874 | 0.867 | 0.416 |    1980    |
| 1657 | 5.687 | 0.954 | 24.885 | 0.885 |  0.6  | 0.921 |    1832    |
| 1658 | 7.734 | 0.941 | 34.134 | 0.066 | 0.456 | 0.514 |    1994    |
| 1659 | 7.706 |  0.92 | 41.637 | 0.078 | 0.222 | 0.183 |    1998    |
| 1660 | 6.984 | 0.966 | 43.672 | 0.366 | 0.733 | 0.094 |    1999    |
| 1661 | 7.646 |  0.95 | 27.546 | 0.102 | 0.556 | 0.804 |    1980    |
| 1662 | 5.929 | 0.973 | 31.228 | 0.788 | 0.811 | 0.642 |    1980    |
| 1663 |  7.29 | 0.956 | 24.899 | 0.244 | 0.622 | 0.921 |    1882    |
| 1664 | 6.444 | 0.964 | 45.609 | 0.582 | 0.711 | 0.008 |    1999    |
| 1665 | 5.565 |  0.96 | 29.324 | 0.934 | 0.667 | 0.726 |    1832    |
| 1666 | 7.346 | 0.901 | 37.612 | 0.222 | 0.011 | 0.361 |    1998    |
| 1667 |  5.79 | 0.968 | 27.527 | 0.844 | 0.756 | 0.805 |    1980    |
| 1668 | 7.827 | 0.913 | 27.582 | 0.029 | 0.144 | 0.803 |    1994    |
| 1669 | 6.007 | 0.982 | 37.363 | 0.757 | 0.911 | 0.372 |    1980    |
| 1670 | 6.035 | 0.928 | 42.139 | 0.746 | 0.311 | 0.161 |    1988    |
| 1671 | 7.837 | 0.923 | 45.312 | 0.025 | 0.256 | 0.021 |    1999    |
| 1672 | 7.743 | 0.913 | 43.647 | 0.063 | 0.144 | 0.095 |    1999    |
| 1673 | 7.145 | 0.928 | 27.663 | 0.302 | 0.311 | 0.799 |    1988    |
| 1674 | 7.733 | 0.929 | 32.228 | 0.067 | 0.322 | 0.598 |    1994    |
| 1675 | 6.931 |  0.91 | 24.906 | 0.388 | 0.111 |  0.92 |    1954    |
| 1676 | 6.082 | 0.905 | 39.93  | 0.727 | 0.056 | 0.259 |    1997    |
| 1677 | 7.565 |  0.93 | 28.095 | 0.134 | 0.333 |  0.78 |    1988    |
| 1678 |  6.9  | 0.969 | 41.379 |  0.4  | 0.767 | 0.195 |    1980    |
| 1679 | 7.787 | 0.978 | 38.051 | 0.045 | 0.867 | 0.341 |    1994    |
| 1680 | 5.657 | 0.905 | 40.676 | 0.897 | 0.056 | 0.226 |    1992    |
| 1681 | 7.824 |  0.95 | 41.752 |  0.03 | 0.556 | 0.178 |    1998    |
| 1682 | 7.261 |  0.95 | 44.033 | 0.256 | 0.556 | 0.078 |    1999    |
| 1683 | 6.255 | 0.963 | 42.924 | 0.658 |  0.7  | 0.127 |    1999    |
| 1684 | 6.744 | 0.975 | 23.62  | 0.462 | 0.833 | 0.977 |    822     |
| 1685 | 5.857 | 0.916 | 34.333 | 0.817 | 0.178 | 0.505 |    1992    |
| 1686 | 6.545 | 0.933 | 26.865 | 0.542 | 0.367 | 0.834 |    1980    |
| 1687 | 7.117 | 0.984 | 32.348 | 0.313 | 0.933 | 0.593 |    1932    |
| 1688 | 6.333 | 0.948 | 30.131 | 0.627 | 0.533 |  0.69 |    1983    |
| 1689 | 6.714 | 0.962 | 33.367 | 0.474 | 0.689 | 0.548 |    1983    |
| 1690 | 6.605 | 0.985 | 44.776 | 0.518 | 0.944 | 0.045 |    1932    |
| 1691 |  5.72 | 0.917 | 27.533 | 0.872 | 0.189 | 0.805 |    1988    |
| 1692 | 5.482 | 0.925 | 27.639 | 0.967 | 0.278 |  0.8  |    1954    |
| 1693 | 7.626 | 0.982 | 24.777 |  0.11 | 0.911 | 0.926 |    1793    |
| 1694 | 6.133 | 0.985 | 34.087 | 0.707 | 0.944 | 0.516 |    1932    |
| 1695 | 6.182 | 0.903 | 36.707 | 0.687 | 0.033 | 0.401 |    1997    |
| 1696 | 6.047 | 0.975 | 28.078 | 0.741 | 0.833 | 0.781 |    1980    |
| 1697 | 6.663 | 0.916 | 25.031 | 0.495 | 0.178 | 0.915 |    1980    |
| 1698 | 5.638 | 0.949 | 27.062 | 0.905 | 0.544 | 0.825 |    1980    |
| 1699 | 7.369 | 0.984 | 44.371 | 0.212 | 0.933 | 0.063 |    1932    |
| 1700 | 7.457 | 0.962 | 39.052 | 0.177 | 0.689 | 0.297 |    1990    |
| 1701 | 6.079 | 0.905 | 24.97  | 0.728 | 0.056 | 0.918 |    1954    |
| 1702 | 7.573 | 0.936 | 42.692 | 0.131 |  0.4  | 0.137 |    1998    |
| 1703 |  7.72 | 0.988 | 27.325 | 0.072 | 0.978 | 0.814 |    1351    |
| 1704 | 5.759 | 0.953 | 34.604 | 0.856 | 0.589 | 0.493 |    1980    |
| 1705 |  5.93 |  0.95 | 44.569 | 0.788 | 0.556 | 0.054 |    1995    |
| 1706 | 5.665 | 0.927 | 31.264 | 0.894 |  0.3  |  0.64 |    1988    |
| 1707 | 5.797 | 0.937 | 25.452 | 0.841 | 0.411 | 0.896 |    1980    |
| 1708 | 7.537 | 0.921 | 34.026 | 0.145 | 0.233 | 0.519 |    1988    |
| 1709 | 7.041 | 0.942 | 26.969 | 0.344 | 0.467 |  0.83 |    1980    |
| 1710 |  7.81 |  0.9  | 24.928 | 0.036 |  0.0  | 0.919 |    1976    |
| 1711 | 5.425 | 0.988 | 33.437 |  0.99 | 0.978 | 0.545 |    None    |
| 1712 | 5.807 | 0.945 | 32.486 | 0.837 |  0.5  | 0.587 |    1980    |
| 1713 | 6.498 | 0.958 | 26.984 | 0.561 | 0.644 | 0.829 |    1980    |
| 1714 | 5.749 | 0.959 | 39.962 |  0.86 | 0.656 | 0.257 |    1980    |
| 1715 | 7.154 | 0.963 | 26.808 | 0.298 |  0.7  | 0.837 |    1980    |
| 1716 |  7.19 | 0.937 | 27.654 | 0.284 | 0.411 | 0.799 |    1980    |
| 1717 | 6.493 | 0.924 | 28.199 | 0.563 | 0.267 | 0.775 |    1988    |
| 1718 |  7.38 | 0.919 | 23.994 | 0.208 | 0.211 | 0.961 |    1886    |
| 1719 | 5.731 | 0.951 | 35.688 | 0.868 | 0.567 | 0.445 |    1980    |
| 1720 | 6.873 | 0.957 | 30.531 | 0.411 | 0.633 | 0.673 |    1983    |
| 1721 | 5.718 | 0.944 | 44.978 | 0.873 | 0.489 | 0.036 |    1980    |
| 1722 | 6.888 | 0.985 | 44.386 | 0.405 | 0.944 | 0.062 |    1932    |
| 1723 | 5.788 | 0.922 | 40.031 | 0.845 | 0.244 | 0.254 |    1988    |
| 1724 | 6.622 | 0.982 | 27.649 | 0.511 | 0.911 |  0.8  |    1980    |
| 1725 | 5.649 |  0.97 | 44.337 |  0.9  | 0.778 | 0.064 |    1980    |
| 1726 | 6.489 | 0.934 | 35.612 | 0.564 | 0.378 | 0.449 |    1983    |
| 1727 | 6.863 | 0.905 | 36.437 | 0.415 | 0.056 | 0.412 |    1997    |
| 1728 | 6.076 |  0.95 | 41.902 |  0.73 | 0.556 | 0.172 |    1983    |
| 1729 | 5.668 | 0.911 | 40.416 | 0.893 | 0.122 | 0.237 |    1992    |
| 1730 | 6.282 | 0.906 | 33.537 | 0.647 | 0.067 |  0.54 |    1997    |
| 1731 | 6.163 | 0.984 | 35.157 | 0.695 | 0.933 | 0.469 |    1932    |
| 1732 |  6.3  | 0.955 | 44.302 |  0.64 | 0.611 | 0.066 |    1999    |
| 1733 | 6.587 | 0.915 | 42.005 | 0.525 | 0.167 | 0.167 |    1992    |
| 1734 | 7.498 | 0.918 | 42.796 | 0.161 |  0.2  | 0.132 |    1999    |
| 1735 | 7.084 | 0.949 | 31.107 | 0.326 | 0.544 | 0.647 |    1983    |
| 1736 | 7.149 | 0.936 | 42.67  |  0.3  |  0.4  | 0.138 |    1989    |
| 1737 | 6.977 | 0.959 | 41.524 | 0.369 | 0.656 | 0.188 |    1983    |
| 1738 | 6.834 | 0.953 | 30.275 | 0.426 | 0.589 | 0.684 |    1983    |
| 1739 | 5.403 | 0.982 | 30.748 | 0.999 | 0.911 | 0.663 |    None    |
| 1740 |  6.08 | 0.912 | 40.921 | 0.728 | 0.133 | 0.215 |    1997    |
| 1741 | 5.837 | 0.923 | 36.867 | 0.825 | 0.256 | 0.394 |    1988    |
| 1742 | 5.894 | 0.934 | 36.892 | 0.802 | 0.378 | 0.392 |    1983    |
| 1743 | 7.753 | 0.924 | 25.546 | 0.059 | 0.267 | 0.892 |    1994    |
| 1744 | 6.901 | 0.973 | 42.438 |  0.4  | 0.811 | 0.148 |    1980    |
| 1745 | 7.769 | 0.922 | 35.978 | 0.052 | 0.244 | 0.433 |    1998    |
| 1746 | 6.804 | 0.914 | 38.383 | 0.438 | 0.156 | 0.327 |    1992    |
| 1747 | 6.834 |  0.96 | 42.583 | 0.426 | 0.667 | 0.142 |    1983    |
| 1748 | 7.845 |  0.9  | 42.304 | 0.022 |  0.0  | 0.154 |    1998    |
| 1749 | 6.643 | 0.909 | 26.393 | 0.503 |  0.1  | 0.855 |    1980    |
| 1750 | 7.476 | 0.929 | 37.609 |  0.17 | 0.322 | 0.361 |    1998    |
| 1751 |  5.43 | 0.929 | 30.548 | 0.988 | 0.322 | 0.672 |    1832    |
| 1752 | 6.226 | 0.947 | 40.196 |  0.67 | 0.522 | 0.247 |    1983    |
| 1753 | 7.696 | 0.974 | 41.332 | 0.082 | 0.822 | 0.197 |    1994    |
| 1754 | 6.106 | 0.957 | 40.79  | 0.718 | 0.633 | 0.221 |    1983    |
| 1755 | 5.712 | 0.949 | 45.144 | 0.875 | 0.544 | 0.029 |    1980    |
| 1756 | 6.402 | 0.971 | 44.211 | 0.599 | 0.789 |  0.07 |    1999    |
| 1757 | 5.703 | 0.951 | 41.72  | 0.879 | 0.567 |  0.18 |    1980    |
| 1758 | 6.317 | 0.923 | 35.216 | 0.633 | 0.256 | 0.466 |    1988    |
| 1759 | 6.289 | 0.944 | 26.864 | 0.644 | 0.489 | 0.834 |    1980    |
| 1760 | 6.117 | 0.967 | 38.868 | 0.713 | 0.744 | 0.305 |    1983    |
| 1761 | 7.776 | 0.931 | 34.862 |  0.05 | 0.344 | 0.482 |    1998    |
| 1762 | 7.767 | 0.937 | 40.17  | 0.053 | 0.411 | 0.248 |    1998    |
| 1763 | 5.936 | 0.972 | 31.016 | 0.786 |  0.8  | 0.651 |    1980    |
| 1764 | 6.824 | 0.947 | 41.701 |  0.43 | 0.522 | 0.181 |    1983    |
| 1765 | 7.286 | 0.973 | 38.427 | 0.246 | 0.811 | 0.325 |    1980    |
| 1766 | 6.876 | 0.934 | 27.174 |  0.41 | 0.378 | 0.821 |    1980    |
| 1767 | 7.248 | 0.928 | 34.451 | 0.261 | 0.311 |  0.5  |    1988    |
| 1768 | 5.578 | 0.973 | 42.704 | 0.929 | 0.811 | 0.136 |    1845    |
| 1769 | 6.426 | 0.908 | 33.507 |  0.59 | 0.089 | 0.542 |    1997    |
| 1770 | 6.691 | 0.924 | 23.572 | 0.484 | 0.267 | 0.979 |    1886    |
| 1771 | 7.207 | 0.935 | 39.628 | 0.277 | 0.389 | 0.272 |    1983    |
| 1772 |  5.79 | 0.934 | 29.715 | 0.844 | 0.378 | 0.709 |    1980    |
| 1773 | 7.245 | 0.907 | 28.015 | 0.262 | 0.078 | 0.783 |    1988    |
| 1774 | 6.404 | 0.958 | 34.056 | 0.598 | 0.644 | 0.517 |    1983    |
| 1775 | 6.947 | 0.972 | 28.606 | 0.381 |  0.8  | 0.757 |    1980    |
| 1776 |  5.43 | 0.914 | 23.839 | 0.988 | 0.156 | 0.967 |    1832    |
| 1777 | 6.938 | 0.967 | 45.722 | 0.385 | 0.744 | 0.003 |    1999    |
| 1778 | 7.603 | 0.953 | 41.875 | 0.119 | 0.589 | 0.173 |    1998    |
| 1779 | 5.924 |  0.95 | 36.381 |  0.79 | 0.556 | 0.415 |    1983    |
| 1780 | 6.832 |  0.93 | 38.813 | 0.427 | 0.333 | 0.308 |    1988    |
| 1781 | 5.496 | 0.914 | 24.775 | 0.962 | 0.156 | 0.926 |    1954    |
| 1782 | 7.417 | 0.984 | 41.557 | 0.193 | 0.933 | 0.187 |    1932    |
| 1783 | 6.838 | 0.945 | 44.237 | 0.425 |  0.5  | 0.069 |    1999    |
| 1784 |  5.57 | 0.938 | 42.061 | 0.932 | 0.422 | 0.165 |    1957    |
| 1785 | 5.829 | 0.919 | 38.355 | 0.828 | 0.211 | 0.328 |    1988    |
| 1786 | 6.874 | 0.943 | 36.965 |  0.41 | 0.478 | 0.389 |    1983    |
| 1787 | 6.765 | 0.959 | 43.152 | 0.454 | 0.656 | 0.117 |    1999    |
| 1788 | 5.656 | 0.952 | 35.523 | 0.898 | 0.578 | 0.453 |    1980    |
| 1789 | 5.506 | 0.956 | 29.044 | 0.958 | 0.622 | 0.738 |    1832    |
| 1790 | 7.866 | 0.924 | 42.083 | 0.014 | 0.267 | 0.164 |    1998    |
| 1791 | 7.277 |  0.94 | 25.607 | 0.249 | 0.444 |  0.89 |    1980    |
| 1792 | 6.363 | 0.968 | 39.392 | 0.615 | 0.756 | 0.282 |    1983    |
| 1793 | 6.647 | 0.985 | 24.043 | 0.501 | 0.944 | 0.958 |    822     |
| 1794 | 6.941 | 0.937 | 36.106 | 0.384 | 0.411 | 0.427 |    1983    |
| 1795 | 7.353 | 0.987 | 40.818 | 0.219 | 0.967 | 0.219 |    1932    |
| 1796 |  6.2  | 0.973 | 44.643 |  0.68 | 0.811 | 0.051 |    1999    |
| 1797 | 5.968 | 0.918 | 34.43  | 0.773 |  0.2  | 0.501 |    1988    |
| 1798 |  6.81 |  0.93 | 24.269 | 0.436 | 0.333 | 0.949 |    1886    |
| 1799 | 6.685 | 0.922 | 40.647 | 0.486 | 0.244 | 0.227 |    1988    |
| 1800 | 6.111 | 0.911 | 42.581 | 0.716 | 0.122 | 0.142 |    1997    |
| 1801 |  6.73 | 0.919 | 30.999 | 0.468 | 0.211 | 0.652 |    1988    |
| 1802 |  7.01 | 0.903 | 27.775 | 0.356 | 0.033 | 0.794 |    1988    |
| 1803 | 5.534 | 0.932 | 32.622 | 0.946 | 0.356 | 0.581 |    1832    |
| 1804 | 6.252 | 0.924 | 28.938 | 0.659 | 0.267 | 0.743 |    1988    |
| 1805 | 5.942 | 0.978 | 40.383 | 0.783 | 0.867 | 0.239 |    1980    |
| 1806 | 7.824 |  0.9  | 37.638 |  0.03 |  0.0  |  0.36 |    1998    |
| 1807 | 5.618 | 0.942 | 24.575 | 0.913 | 0.467 | 0.935 |    1832    |
| 1808 | 6.823 | 0.961 |  32.5  | 0.431 | 0.678 | 0.586 |    1983    |
| 1809 | 5.795 | 0.921 | 40.983 | 0.842 | 0.233 | 0.212 |    1988    |
| 1810 | 6.442 | 0.939 | 30.299 | 0.583 | 0.433 | 0.683 |    1983    |
| 1811 | 6.098 | 0.957 | 39.998 | 0.721 | 0.633 | 0.256 |    1983    |
| 1812 | 7.555 | 0.905 | 28.614 | 0.138 | 0.056 | 0.757 |    1988    |
| 1813 | 7.008 | 0.973 | 44.421 | 0.357 | 0.811 | 0.061 |    1999    |
| 1814 | 5.952 | 0.902 | 45.242 | 0.779 | 0.022 | 0.025 |    1997    |
| 1815 | 7.679 | 0.965 | 45.12  | 0.088 | 0.722 |  0.03 |    1999    |
| 1816 | 7.121 | 0.928 | 33.708 | 0.312 | 0.311 | 0.533 |    1988    |
| 1817 | 5.641 | 0.923 | 30.679 | 0.904 | 0.256 | 0.666 |    1988    |
| 1818 | 5.756 | 0.964 | 29.249 | 0.858 | 0.711 | 0.729 |    1980    |
| 1819 | 6.985 | 0.968 | 31.999 | 0.366 | 0.756 | 0.608 |    1983    |
| 1820 | 5.835 | 0.981 | 27.534 | 0.826 |  0.9  | 0.805 |    1980    |
| 1821 | 6.549 | 0.987 | 42.738 |  0.54 | 0.967 | 0.135 |    1932    |
| 1822 | 7.126 | 0.957 | 28.621 |  0.31 | 0.633 | 0.757 |    1980    |
| 1823 | 6.365 | 0.945 | 45.699 | 0.614 |  0.5  | 0.004 |    1999    |
| 1824 | 6.755 | 0.979 | 32.887 | 0.458 | 0.878 | 0.569 |    1980    |
| 1825 | 6.824 | 0.957 | 34.794 |  0.43 | 0.633 | 0.485 |    1983    |
| 1826 | 6.227 | 0.932 | 40.175 | 0.669 | 0.356 | 0.248 |    1988    |
| 1827 | 7.552 | 0.957 | 34.994 | 0.139 | 0.633 | 0.476 |    1983    |
| 1828 | 6.421 | 0.966 |  42.8  | 0.592 | 0.733 | 0.132 |    1999    |
| 1829 | 7.562 | 0.959 | 43.908 | 0.135 | 0.656 | 0.083 |    1999    |
| 1830 | 5.533 | 0.954 | 42.939 | 0.947 |  0.6  | 0.126 |    1957    |
| 1831 | 7.318 | 0.964 | 38.621 | 0.233 | 0.711 | 0.316 |    1983    |
| 1832 | 5.404 | 0.968 | 23.276 | 0.998 | 0.756 | 0.992 |    None    |
| 1833 | 6.144 | 0.931 | 28.416 | 0.702 | 0.344 | 0.766 |    1988    |
| 1834 | 6.668 | 0.941 | 26.719 | 0.493 | 0.456 | 0.841 |    1980    |
| 1835 | 5.462 | 0.911 | 25.124 | 0.975 | 0.122 | 0.911 |    1954    |
| 1836 | 6.585 | 0.908 | 32.816 | 0.526 | 0.089 | 0.572 |    1997    |
| 1837 | 6.303 | 0.905 | 43.514 | 0.639 | 0.056 | 0.101 |    1999    |
| 1838 | 6.509 | 0.945 | 35.84  | 0.556 |  0.5  | 0.439 |    1983    |
| 1839 | 6.979 | 0.933 | 40.533 | 0.368 | 0.367 | 0.232 |    1983    |
| 1840 | 7.849 | 0.936 | 40.351 |  0.02 |  0.4  |  0.24 |    1998    |
| 1841 |  6.77 | 0.983 | 25.887 | 0.452 | 0.922 | 0.877 |    1793    |
| 1842 | 7.396 | 0.947 | 39.67  | 0.202 | 0.522 |  0.27 |    1998    |
| 1843 | 5.483 | 0.964 | 42.454 | 0.967 | 0.711 | 0.147 |    1957    |
| 1844 | 7.325 | 0.908 | 23.578 |  0.23 | 0.089 | 0.979 |    1886    |
| 1845 | 5.449 | 0.983 | 39.534 |  0.98 | 0.922 | 0.276 |    1711    |
| 1846 | 5.628 | 0.936 | 33.545 | 0.909 |  0.4  |  0.54 |    1832    |
| 1847 | 6.803 | 0.908 | 27.687 | 0.439 | 0.089 | 0.798 |    1988    |
| 1848 | 6.584 | 0.915 | 40.347 | 0.526 | 0.167 |  0.24 |    1992    |
| 1849 | 6.217 | 0.943 | 43.923 | 0.673 | 0.478 | 0.083 |    1999    |
| 1850 | 7.619 | 0.988 | 41.378 | 0.112 | 0.978 | 0.195 |    1509    |
| 1851 | 7.629 | 0.973 | 33.07  | 0.108 | 0.811 | 0.561 |    1980    |
| 1852 | 5.834 | 0.945 | 30.904 | 0.826 |  0.5  | 0.656 |    1980    |
| 1853 | 6.366 | 0.941 | 43.136 | 0.614 | 0.456 | 0.117 |    1999    |
| 1854 | 5.982 | 0.919 | 29.141 | 0.767 | 0.211 | 0.734 |    1988    |
| 1855 | 5.776 | 0.913 | 28.763 |  0.85 | 0.144 | 0.751 |    1988    |
| 1856 | 6.153 | 0.928 | 45.597 | 0.699 | 0.311 | 0.009 |    1999    |
| 1857 | 6.094 | 0.961 | 37.892 | 0.722 | 0.678 | 0.348 |    1983    |
| 1858 | 5.638 | 0.912 | 24.84  | 0.905 | 0.133 | 0.923 |    1954    |
| 1859 | 7.147 | 0.965 | 43.306 | 0.301 | 0.722 |  0.11 |    1999    |
| 1860 | 6.606 | 0.938 | 27.369 | 0.518 | 0.422 | 0.812 |    1980    |
| 1861 | 6.985 |  0.97 | 29.879 | 0.366 | 0.778 | 0.701 |    1980    |
| 1862 | 6.728 | 0.942 | 43.525 | 0.469 | 0.467 |  0.1  |    1999    |
| 1863 | 7.561 |  0.91 | 43.785 | 0.136 | 0.111 | 0.089 |    1999    |
| 1864 | 6.386 | 0.965 | 32.333 | 0.606 | 0.722 | 0.593 |    1983    |
| 1865 | 6.355 | 0.921 | 27.761 | 0.618 | 0.233 | 0.795 |    1988    |
| 1866 | 6.032 | 0.911 | 42.419 | 0.747 | 0.122 | 0.149 |    1997    |
| 1867 | 6.079 | 0.945 | 33.21  | 0.728 |  0.5  | 0.555 |    1983    |
| 1868 |  6.99 | 0.956 | 34.418 | 0.364 | 0.622 | 0.501 |    1983    |
| 1869 |  6.73 | 0.928 | 37.831 | 0.468 | 0.311 | 0.351 |    1988    |
| 1870 | 7.863 | 0.963 | 43.73  | 0.015 |  0.7  | 0.091 |    1999    |
| 1871 | 7.893 | 0.902 | 42.311 | 0.003 | 0.022 | 0.154 |    1998    |
| 1872 | 6.739 | 0.904 | 37.344 | 0.464 | 0.044 | 0.373 |    1997    |
| 1873 | 6.422 | 0.972 | 34.169 | 0.591 |  0.8  | 0.512 |    1980    |
| 1874 | 5.769 | 0.975 | 40.257 | 0.852 | 0.833 | 0.244 |    1980    |
| 1875 | 7.756 | 0.937 | 25.709 | 0.058 | 0.411 | 0.885 |    1994    |
| 1876 | 7.074 |  0.96 | 38.216 |  0.33 | 0.667 | 0.334 |    1983    |
| 1877 | 7.208 | 0.919 | 35.264 | 0.277 | 0.211 | 0.464 |    1988    |
| 1878 | 6.856 | 0.951 | 45.457 | 0.418 | 0.567 | 0.015 |    1999    |
| 1879 |  7.49 | 0.911 | 35.273 | 0.164 | 0.122 | 0.464 |    1998    |
| 1880 | 6.057 | 0.969 | 30.698 | 0.737 | 0.767 | 0.665 |    1980    |
| 1881 | 7.209 | 0.981 | 45.224 | 0.276 |  0.9  | 0.025 |    1999    |
| 1882 | 6.432 | 0.973 | 24.766 | 0.587 | 0.811 | 0.927 |    1494    |
| 1883 | 5.904 |  0.92 | 34.674 | 0.798 | 0.222 |  0.49 |    1988    |
| 1884 | 6.677 | 0.936 | 41.173 | 0.489 |  0.4  | 0.204 |    1983    |
| 1885 | 6.785 | 0.977 | 44.652 | 0.446 | 0.856 | 0.051 |    1999    |
| 1886 |  5.63 | 0.943 | 23.36  | 0.908 | 0.478 | 0.989 |    1832    |
| 1887 | 6.665 |  0.94 | 43.797 | 0.494 | 0.444 | 0.088 |    1999    |
| 1888 |  7.82 | 0.944 | 28.649 | 0.032 | 0.489 | 0.756 |    1994    |
| 1889 | 7.324 | 0.935 | 27.135 |  0.23 | 0.389 | 0.822 |    1980    |
| 1890 |  6.0  | 0.962 | 29.024 |  0.76 | 0.689 | 0.739 |    1980    |
| 1891 | 5.859 | 0.907 | 40.513 | 0.816 | 0.078 | 0.233 |    1997    |
| 1892 | 7.028 |  0.92 | 42.46  | 0.349 | 0.222 | 0.147 |    1988    |
